id_registo,data_registo,unidade_organizacional,tipo_servico,indicador_si,taxa_resolucao,tempo_resposta,satisfacao_cidadao,volume_interacoes,canal_utilizado,taxa_abandono,erros_tecnicos,transparencia,feedback_cidadao,segmentacao_utilizador,area_tematica,indicador_kpi
1013,2024-06-10,Serviços De Educação,Balcão Único,83.57,89.91,48,4.3,317,Presencial,7.12,6,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,83.68
1014,2024-06-27,Gabinete De Atendimento Ao Cidadão,Email,74.22,78.66,78,3.6,371,Chatbot,15.30,7,Sim,Processo Complicado,Reforma/Pensionista,Educação,69.33
1015,2024-07-14,Serviços De Ti,Serviços Digitais,62.93,73.29,110,3.3,154,Portal,20.74,11,Não,Tempo De Espera Elevado,Cidadão,Saúde,55.17
1016,2024-07-31,Departamento De Saúde Pública,Telefone,78.97,77.33,74,4.0,385,Aplicacao_Movel,15.14,11,Não,Falta De Informação,Estudante,Social,68.45
1017,2024-08-17,Direcção De Serviços Financeiros,Chatbot,66.56,76.87,92,3.2,302,Telefone,16.72,12,Não,Sistema Lento,Funcionário Público,Cultura,61.16
1018,2024-09-03,Departamento De Inovação E Digitalização,Atendimento Presencial,67.84,75.41,101,3.5,258,Email,18.72,13,Não,Precisa Melhorias,Empresa,Mobilidade,59.98
1019,2024-09-20,Direcção De Recursos Humanos,Portal Online,72.03,79.14,86,3.5,373,Presencial,16.62,11,Sim,Processo Complicado,Utilizador Vulnerável,Habitação,67.04
1020,2024-10-18,Departamento De Planeamento Estratégico,Balcão Único,83.51,85.19,61,4.0,367,Chatbot,9.25,6,Não,Falta De Informação,Reforma/Pensionista,Digitalização,76.36
1021,2024-11-04,Serviços De Educação,Email,74.29,84.24,60,3.7,223,Portal,11.63,9,Sim,Muito Satisfeito,Cidadão,Ambiente,72.09
1022,2024-11-21,Gabinete De Atendimento Ao Cidadão,Serviços Digitais,72.78,80.44,66,3.8,324,Aplicacao_Movel,14.64,9,Sim,Sistema Lento,Estudante,Inovação,69.14
1023,2024-12-08,Serviços De Ti,Telefone,65.08,73.85,90,3.6,227,Telefone,19.91,11,Sim,Precisa Melhorias,Funcionário Público,Educação,60.93
1024,2024-12-25,Departamento De Saúde Pública,Chatbot,69.11,81.78,80,3.5,184,Email,17.88,8,Não,Processo Complicado,Empresa,Saúde,64.96
1025,2024-01-11,Direcção De Serviços Financeiros,Atendimento Presencial,87.79,87.61,29,4.5,284,Presencial,5.53,3,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,84.29
1026,2024-01-28,Departamento De Inovação E Digitalização,Portal Online,78.43,77.30,82,3.5,287,Chatbot,13.69,10,Sim,Falta De Informação,Reforma/Pensionista,Cultura,68.42
1027,2024-02-14,Direcção De Recursos Humanos,Balcão Único,75.24,82.23,62,3.9,363,Portal,10.79,8,Sim,Muito Satisfeito,Cidadão,Mobilidade,73.10
1028,2024-03-02,Departamento De Planeamento Estratégico,Email,75.34,84.24,68,3.7,355,Aplicacao_Movel,15.22,7,Sim,Falta De Informação,Estudante,Habitação,71.29
1029,2024-03-30,Serviços De Educação,Serviços Digitais,67.25,72.23,93,3.1,258,Telefone,18.21,12,Não,Processo Complicado,Funcionário Público,Digitalização,58.74
1030,2024-04-16,Gabinete De Atendimento Ao Cidadão,Telefone,67.04,75.83,110,3.0,215,Email,20.37,12,Não,Tempo De Espera Elevado,Empresa,Ambiente,55.38
1031,2024-05-03,Serviços De Ti,Chatbot,71.92,78.88,68,3.9,342,Presencial,15.77,9,Sim,Falta De Informação,Utilizador Vulnerável,Inovação,69.30
1032,2024-05-20,Departamento De Saúde Pública,Atendimento Presencial,68.54,72.18,89,3.3,254,Chatbot,20.45,13,Sim,Sistema Lento,Reforma/Pensionista,Educação,59.07
1033,2024-06-06,Direcção De Serviços Financeiros,Portal Online,72.69,83.32,77,4.0,219,Portal,13.03,10,Não,Muito Satisfeito,Cidadão,Saúde,70.54
1034,2024-06-23,Departamento De Inovação E Digitalização,Balcão Único,80.92,88.30,48,4.2,281,Aplicacao_Movel,9.19,5,Sim,Falta De Informação,Estudante,Social,77.71
1035,2024-07-10,Direcção De Recursos Humanos,Email,65.37,76.17,100,3.4,338,Telefone,19.35,11,Não,Tempo De Espera Elevado,Funcionário Público,Cultura,61.20
1036,2024-07-27,Departamento De Planeamento Estratégico,Serviços Digitais,81.99,83.32,62,4.1,317,Email,12.23,6,Sim,Falta De Informação,Empresa,Mobilidade,76.01
1037,2024-08-13,Serviços De Educação,Telefone,79.20,83.14,60,4.1,338,Presencial,12.02,7,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,73.35
1038,2024-09-10,Gabinete De Atendimento Ao Cidadão,Chatbot,80.44,83.95,54,4.3,309,Chatbot,11.87,8,Não,Falta De Informação,Reforma/Pensionista,Digitalização,76.34
1039,2024-09-27,Serviços De Ti,Atendimento Presencial,85.64,89.17,42,4.6,310,Portal,5.45,4,Sim,Muito Satisfeito,Cidadão,Ambiente,85.01
1040,2024-10-14,Departamento De Saúde Pública,Portal Online,83.23,85.71,50,3.9,314,Aplicacao_Movel,11.09,5,Sim,Falta De Informação,Estudante,Inovação,79.34
1041,2024-10-31,Direcção De Serviços Financeiros,Balcão Único,79.47,84.99,59,4.1,393,Telefone,11.27,10,Sim,Muito Satisfeito,Funcionário Público,Educação,71.93
1042,2024-11-17,Departamento De Inovação E Digitalização,Email,73.39,80.61,93,3.8,219,Email,20.60,10,Sim,Sistema Lento,Empresa,Saúde,63.97
1043,2024-12-04,Direcção De Recursos Humanos,Serviços Digitais,76.15,83.26,68,4.1,385,Presencial,11.83,7,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,73.03
1044,2024-12-21,Departamento De Planeamento Estratégico,Telefone,65.16,72.28,95,3.0,233,Chatbot,23.20,10,Não,Processo Complicado,Reforma/Pensionista,Cultura,56.61
1045,2024-01-07,Serviços De Educação,Chatbot,67.85,77.13,98,3.4,328,Portal,17.77,10,Não,Tempo De Espera Elevado,Cidadão,Mobilidade,61.28
1046,2024-01-24,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,67.26,73.78,87,3.4,166,Aplicacao_Movel,18.53,13,Sim,Falta De Informação,Estudante,Habitação,60.38
1047,2024-02-21,Serviços De Ti,Portal Online,64.64,72.90,87,3.4,313,Telefone,16.97,9,Não,Sistema Lento,Funcionário Público,Digitalização,60.59
1048,2024-03-09,Departamento De Saúde Pública,Balcão Único,75.57,81.45,66,3.8,361,Email,15.76,7,Sim,Precisa Melhorias,Empresa,Ambiente,70.03
1049,2024-03-26,Direcção De Serviços Financeiros,Email,81.23,82.07,61,4.1,406,Presencial,15.45,9,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,73.63
1050,2024-04-12,Departamento De Inovação E Digitalização,Serviços Digitais,81.90,82.81,49,3.9,412,Chatbot,11.69,7,Sim,Falta De Informação,Reforma/Pensionista,Educação,78.71
1051,2024-04-29,Direcção De Recursos Humanos,Telefone,83.05,90.63,33,4.2,399,Portal,7.35,3,Sim,Muito Satisfeito,Cidadão,Saúde,83.34
1052,2024-05-16,Departamento De Planeamento Estratégico,Chatbot,70.26,77.12,94,3.6,202,Aplicacao_Movel,16.19,10,Sim,Sistema Lento,Estudante,Social,63.00
1053,2024-06-02,Serviços De Educação,Atendimento Presencial,73.42,84.52,80,3.6,369,Telefone,17.60,9,Não,Precisa Melhorias,Funcionário Público,Cultura,70.03
1054,2024-06-19,Gabinete De Atendimento Ao Cidadão,Portal Online,70.44,77.73,90,3.4,286,Email,18.85,11,Não,Processo Complicado,Empresa,Mobilidade,60.83
1055,2024-07-06,Serviços De Ti,Balcão Único,74.33,83.78,64,3.8,210,Presencial,12.47,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,72.55
1056,2024-08-03,Departamento De Saúde Pública,Email,79.15,80.36,60,4.2,352,Chatbot,15.13,8,Não,Falta De Informação,Reforma/Pensionista,Digitalização,73.46
1057,2024-08-20,Direcção De Serviços Financeiros,Serviços Digitais,75.63,86.04,71,4.1,289,Portal,13.70,8,Sim,Muito Satisfeito,Cidadão,Ambiente,72.91
1058,2024-09-06,Departamento De Inovação E Digitalização,Telefone,91.14,87.15,43,4.4,244,Aplicacao_Movel,8.24,5,Sim,Falta De Informação,Estudante,Inovação,83.95
1059,2024-09-23,Direcção De Recursos Humanos,Chatbot,84.56,88.76,43,4.4,362,Telefone,8.35,4,Sim,Muito Satisfeito,Funcionário Público,Educação,79.61
1060,2024-10-10,Departamento De Planeamento Estratégico,Atendimento Presencial,76.46,80.27,78,3.9,256,Email,14.06,8,Sim,Falta De Informação,Empresa,Saúde,70.36
1061,2024-10-27,Serviços De Educação,Portal Online,85.77,82.28,59,4.0,373,Presencial,9.77,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,77.61
1062,2024-11-13,Gabinete De Atendimento Ao Cidadão,Balcão Único,81.97,83.04,62,4.1,364,Chatbot,11.86,7,Sim,Falta De Informação,Reforma/Pensionista,Cultura,77.48
1063,2024-11-30,Serviços De Ti,Email,80.17,86.53,59,3.7,287,Portal,13.30,9,Sim,Muito Satisfeito,Cidadão,Mobilidade,74.85
1064,2024-12-17,Departamento De Saúde Pública,Serviços Digitais,80.05,82.63,48,4.1,392,Aplicacao_Movel,9.85,7,Sim,Falta De Informação,Estudante,Habitação,77.49
1065,2024-01-14,Direcção De Serviços Financeiros,Telefone,73.35,79.50,76,3.9,238,Telefone,16.36,10,Não,Tempo De Espera Elevado,Funcionário Público,Digitalização,67.49
1066,2024-01-31,Departamento De Inovação E Digitalização,Chatbot,69.64,76.98,91,3.2,347,Email,17.73,10,Sim,Falta De Informação,Empresa,Ambiente,59.30
1067,2024-02-17,Direcção De Recursos Humanos,Atendimento Presencial,82.58,80.19,73,4.1,215,Presencial,12.29,6,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,72.92
1068,2024-03-05,Departamento De Planeamento Estratégico,Portal Online,77.85,79.58,84,3.8,329,Chatbot,16.91,9,Não,Precisa Melhorias,Reforma/Pensionista,Educação,66.83
1069,2024-03-22,Serviços De Educação,Balcão Único,76.34,79.76,72,3.9,287,Portal,12.62,7,Sim,Muito Satisfeito,Cidadão,Saúde,72.68
1070,2024-04-08,Gabinete De Atendimento Ao Cidadão,Email,89.61,87.07,38,4.5,381,Aplicacao_Movel,10.19,4,Sim,Falta De Informação,Estudante,Social,82.18
1071,2024-04-25,Serviços De Ti,Serviços Digitais,60.76,73.50,112,3.1,271,Telefone,24.83,11,Não,Falta De Informação,Funcionário Público,Cultura,55.37
1072,2024-05-12,Departamento De Saúde Pública,Telefone,70.10,79.78,93,3.3,278,Email,18.39,11,Sim,Sistema Lento,Empresa,Mobilidade,62.00
1073,2024-05-29,Direcção De Serviços Financeiros,Chatbot,84.11,84.27,62,4.1,406,Presencial,11.95,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,76.99
1074,2024-06-26,Departamento De Inovação E Digitalização,Atendimento Presencial,74.13,78.09,77,3.9,326,Chatbot,19.88,9,Não,Processo Complicado,Reforma/Pensionista,Digitalização,64.94
1075,2024-07-13,Direcção De Recursos Humanos,Portal Online,75.98,80.03,86,3.6,196,Portal,14.15,9,Não,Tempo De Espera Elevado,Cidadão,Ambiente,66.17
1076,2024-07-30,Departamento De Planeamento Estratégico,Balcão Único,87.49,91.49,28,4.6,268,Aplicacao_Movel,9.60,3,Sim,Muito Satisfeito,Estudante,Inovação,85.36
1077,2024-08-16,Serviços De Educação,Email,84.90,87.86,37,4.5,419,Telefone,12.23,5,Sim,Muito Satisfeito,Funcionário Público,Educação,81.29
1078,2024-09-02,Gabinete De Atendimento Ao Cidadão,Serviços Digitais,83.46,85.78,40,4.4,380,Email,6.81,4,Sim,Falta De Informação,Empresa,Saúde,84.11
1079,2024-09-19,Serviços De Ti,Telefone,69.33,76.72,107,3.2,152,Presencial,22.92,10,Não,Processo Complicado,Utilizador Vulnerável,Social,58.72
1080,2024-10-06,Departamento De Saúde Pública,Chatbot,85.52,90.79,37,4.4,379,Chatbot,9.74,6,Sim,Falta De Informação,Reforma/Pensionista,Cultura,82.64
1081,2024-10-23,Direcção De Serviços Financeiros,Atendimento Presencial,79.02,81.33,55,4.2,258,Portal,15.07,8,Sim,Muito Satisfeito,Cidadão,Mobilidade,73.91
1082,2024-11-09,Departamento De Inovação E Digitalização,Portal Online,85.98,89.48,57,4.0,425,Aplicacao_Movel,11.16,4,Sim,Falta De Informação,Estudante,Habitação,79.65
1083,2024-12-07,Direcção De Recursos Humanos,Balcão Único,93.85,91.31,27,4.3,272,Telefone,5.96,2,Não,Bom Serviço,Funcionário Público,Digitalização,88.98
1084,2024-12-24,Departamento De Planeamento Estratégico,Email,72.85,81.41,67,3.7,338,Email,16.00,9,Sim,Falta De Informação,Empresa,Ambiente,70.08
1085,2024-01-10,Serviços De Educação,Serviços Digitais,80.58,80.59,74,3.8,363,Presencial,11.89,7,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,70.73
1086,2024-01-27,Gabinete De Atendimento Ao Cidadão,Telefone,74.25,78.91,80,3.5,262,Chatbot,16.54,8,Sim,Falta De Informação,Reforma/Pensionista,Educação,65.40
1087,2024-02-13,Serviços De Ti,Chatbot,69.12,77.22,94,3.7,204,Portal,19.76,10,Não,Sistema Lento,Cidadão,Saúde,64.17
1088,2024-03-01,Departamento De Saúde Pública,Atendimento Presencial,72.82,76.18,85,3.5,229,Aplicacao_Movel,16.21,12,Não,Precisa Melhorias,Estudante,Social,64.81
1089,2024-03-18,Direcção De Serviços Financeiros,Portal Online,81.52,80.58,59,3.9,343,Telefone,14.73,7,Sim,Muito Satisfeito,Funcionário Público,Cultura,73.37
1090,2024-04-04,Departamento De Inovação E Digitalização,Balcão Único,81.87,86.73,43,4.0,415,Email,6.89,4,Sim,Falta De Informação,Empresa,Mobilidade,80.86
1091,2024-04-21,Direcção De Recursos Humanos,Email,82.68,86.98,50,4.3,382,Presencial,12.13,6,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,78.71
1092,2024-05-19,Departamento De Planeamento Estratégico,Serviços Digitais,84.52,86.83,39,4.2,376,Chatbot,12.32,7,Não,Falta De Informação,Reforma/Pensionista,Digitalização,80.31
1093,2024-06-05,Serviços De Educação,Telefone,82.25,87.89,52,4.3,343,Portal,9.41,6,Sim,Muito Satisfeito,Cidadão,Ambiente,77.00
1094,2024-06-22,Gabinete De Atendimento Ao Cidadão,Chatbot,83.14,86.20,35,4.3,334,Aplicacao_Movel,9.23,3,Sim,Falta De Informação,Estudante,Inovação,82.97
1095,2024-07-09,Serviços De Ti,Atendimento Presencial,90.31,88.92,32,4.2,240,Telefone,5.70,6,Sim,Muito Satisfeito,Funcionário Público,Educação,84.28
1096,2024-07-26,Departamento De Saúde Pública,Portal Online,66.84,73.66,101,3.6,202,Email,17.69,11,Sim,Falta De Informação,Empresa,Saúde,60.59
1097,2024-08-12,Direcção De Serviços Financeiros,Balcão Único,68.92,75.14,100,3.3,169,Presencial,19.96,11,Não,Sistema Lento,Utilizador Vulnerável,Social,61.44
1098,2024-08-29,Departamento De Inovação E Digitalização,Email,83.02,89.49,43,4.6,287,Chatbot,9.50,6,Sim,Falta De Informação,Reforma/Pensionista,Cultura,83.19
1099,2024-09-15,Direcção De Recursos Humanos,Serviços Digitais,87.84,87.82,53,4.1,430,Portal,8.39,7,Sim,Muito Satisfeito,Cidadão,Mobilidade,81.09
1100,2024-10-02,Departamento De Planeamento Estratégico,Telefone,68.90,73.38,84,3.7,275,Aplicacao_Movel,21.05,10,Sim,Tempo De Espera Elevado,Estudante,Habitação,61.21
1101,2024-10-30,Serviços De Educação,Chatbot,80.30,80.43,65,4.0,345,Telefone,13.15,7,Não,Muito Satisfeito,Funcionário Público,Digitalização,71.39
1102,2024-11-16,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,83.39,86.61,47,4.6,399,Email,7.46,5,Sim,Falta De Informação,Empresa,Ambiente,83.82
1103,2024-12-03,Serviços De Ti,Portal Online,81.34,81.90,50,4.2,279,Presencial,10.58,6,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,75.25
1104,2024-12-20,Departamento De Saúde Pública,Balcão Único,85.44,85.02,56,4.3,320,Chatbot,12.44,5,Sim,Falta De Informação,Reforma/Pensionista,Educação,77.48
1105,2024-01-06,Direcção De Serviços Financeiros,Email,77.94,84.03,72,3.8,400,Portal,15.14,7,Sim,Muito Satisfeito,Cidadão,Saúde,72.20
1106,2024-01-23,Departamento De Inovação E Digitalização,Serviços Digitais,80.92,88.75,43,4.1,321,Aplicacao_Movel,9.09,6,Sim,Falta De Informação,Estudante,Social,79.94
1107,2024-02-09,Direcção De Recursos Humanos,Telefone,71.37,76.53,76,3.5,315,Telefone,17.78,10,Sim,Sistema Lento,Funcionário Público,Cultura,64.94
1108,2024-02-26,Departamento De Planeamento Estratégico,Chatbot,76.70,84.55,72,3.7,280,Email,11.72,6,Sim,Falta De Informação,Empresa,Mobilidade,72.71
1109,2024-03-14,Serviços De Educação,Atendimento Presencial,85.19,87.75,34,4.2,281,Presencial,7.07,4,Sim,Serviço Eficiente,Utilizador Vulnerável,Habitação,85.52
1110,2024-04-11,Gabinete De Atendimento Ao Cidadão,Portal Online,81.46,85.18,62,4.2,295,Chatbot,12.95,5,Não,Falta De Informação,Reforma/Pensionista,Digitalização,75.90
1111,2024-04-28,Serviços De Ti,Balcão Único,88.94,94.70,17,4.5,270,Portal,5.91,3,Sim,Muito Satisfeito,Cidadão,Ambiente,90.52
1112,2024-05-15,Departamento De Saúde Pública,Email,77.96,77.79,75,3.7,186,Aplicacao_Movel,14.40,8,Sim,Sistema Lento,Estudante,Inovação,67.50
1113,2024-06-01,Direcção De Serviços Financeiros,Serviços Digitais,90.22,91.08,29,4.4,354,Telefone,5.05,3,Sim,Bom Serviço,Funcionário Público,Educação,85.30
1114,2024-06-18,Departamento De Inovação E Digitalização,Telefone,89.73,87.62,26,4.6,378,Email,9.32,4,Sim,Serviço Eficiente,Empresa,Saúde,86.84
1115,2024-07-05,Direcção De Recursos Humanos,Chatbot,93.52,93.71,20,4.8,426,Presencial,6.73,1,Sim,Resposta Rápida E Eficaz,Utilizador Vulnerável,Social,91.03
1116,2024-07-22,Departamento De Planeamento Estratégico,Atendimento Presencial,92.30,88.78,30,4.8,284,Chatbot,7.40,4,Sim,Muito Satisfeito,Reforma/Pensionista,Cultura,88.40
1117,2024-08-08,Serviços De Educação,Portal Online,71.69,75.82,85,3.8,344,Portal,18.30,11,Sim,Sistema Lento,Cidadão,Mobilidade,65.09
1118,2024-08-25,Gabinete De Atendimento Ao Cidadão,Balcão Único,78.53,79.44,70,4.0,208,Aplicacao_Movel,12.47,8,Sim,Precisa Melhorias,Estudante,Habitação,69.87
1119,2024-09-22,Serviços De Ti,Email,90.16,88.40,47,4.3,331,Telefone,7.01,4,Não,Muito Satisfeito,Funcionário Público,Digitalização,83.84
1120,2024-10-09,Departamento De Saúde Pública,Serviços Digitais,76.46,85.54,59,3.9,298,Email,14.50,7,Sim,Falta De Informação,Empresa,Ambiente,74.30
1121,2024-10-26,Direcção De Serviços Financeiros,Telefone,90.94,89.62,39,4.6,423,Presencial,6.78,5,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,84.71
1122,2024-11-12,Departamento De Inovação E Digitalização,Chatbot,81.91,87.79,49,4.4,317,Chatbot,6.60,5,Sim,Falta De Informação,Reforma/Pensionista,Educação,82.44
1123,2024-11-29,Direcção De Recursos Humanos,Atendimento Presencial,80.69,84.04,66,3.8,224,Portal,15.11,9,Sim,Muito Satisfeito,Cidadão,Saúde,70.89
1124,2024-12-16,Departamento De Planeamento Estratégico,Portal Online,77.75,80.93,58,3.9,280,Aplicacao_Movel,14.80,7,Sim,Falta De Informação,Estudante,Social,73.50
1125,2024-01-02,Serviços De Educação,Balcão Único,83.71,85.49,44,4.5,324,Telefone,8.34,4,Sim,Muito Satisfeito,Funcionário Público,Cultura,79.82
1126,2024-01-19,Gabinete De Atendimento Ao Cidadão,Email,89.20,89.91,17,4.4,297,Email,4.17,2,Sim,Muito Satisfeito,Empresa,Mobilidade,89.80
1127,2024-02-05,Serviços De Ti,Serviços Digitais,79.02,85.73,60,4.3,335,Presencial,10.37,7,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,78.61
1128,2024-03-04,Departamento De Saúde Pública,Telefone,92.59,93.84,16,5.0,457,Chatbot,4.95,2,Não,Bom Serviço,Reforma/Pensionista,Digitalização,95.28
1129,2024-03-21,Direcção De Serviços Financeiros,Chatbot,88.07,88.40,39,4.2,236,Portal,6.76,4,Sim,Muito Satisfeito,Cidadão,Ambiente,81.78
1130,2024-04-07,Departamento De Inovação E Digitalização,Atendimento Presencial,88.80,86.53,40,4.4,375,Aplicacao_Movel,5.51,5,Sim,Falta De Informação,Estudante,Inovação,84.25
1131,2024-04-24,Direcção De Recursos Humanos,Portal Online,83.17,82.50,65,4.2,368,Telefone,11.66,6,Sim,Muito Satisfeito,Funcionário Público,Educação,74.17
1132,2024-05-11,Departamento De Planeamento Estratégico,Balcão Único,88.35,93.35,26,4.6,337,Email,9.37,4,Sim,Excelente Atendimento,Empresa,Saúde,86.78
1133,2024-05-28,Serviços De Educação,Email,98.69,96.67,8,5.0,458,Presencial,2.15,3,Sim,Bom Serviço,Utilizador Vulnerável,Social,93.72
1134,2024-06-14,Gabinete De Atendimento Ao Cidadão,Serviços Digitais,82.96,85.24,63,4.3,334,Chatbot,12.97,6,Sim,Falta De Informação,Reforma/Pensionista,Cultura,75.84
1135,2024-07-01,Serviços De Ti,Telefone,89.09,87.65,34,4.2,421,Portal,8.31,5,Sim,Muito Satisfeito,Cidadão,Mobilidade,84.89
1136,2024-07-18,Departamento De Saúde Pública,Chatbot,94.77,95.38,25,4.7,306,Aplicacao_Movel,4.57,3,Sim,Muito Satisfeito,Estudante,Habitação,90.56
1137,2024-08-15,Direcção De Serviços Financeiros,Atendimento Presencial,91.69,91.79,33,4.5,441,Telefone,8.05,2,Não,Excelente Atendimento,Funcionário Público,Digitalização,85.47
1138,2024-09-01,Departamento De Inovação E Digitalização,Portal Online,84.49,89.68,31,4.1,388,Email,5.53,3,Sim,Falta De Informação,Empresa,Ambiente,83.71
1139,2024-09-18,Direcção De Recursos Humanos,Balcão Único,93.29,95.89,27,4.6,429,Presencial,6.12,2,Sim,Serviço Eficiente,Utilizador Vulnerável,Inovação,90.77
1140,2024-10-05,Departamento De Planeamento Estratégico,Email,75.25,81.71,57,3.9,264,Chatbot,11.95,7,Sim,Falta De Informação,Reforma/Pensionista,Educação,73.97
1141,2024-10-22,Serviços De Educação,Serviços Digitais,77.92,85.36,71,3.8,365,Portal,12.30,9,Sim,Muito Satisfeito,Cidadão,Saúde,72.37
1142,2024-11-08,Gabinete De Atendimento Ao Cidadão,Telefone,92.76,96.02,12,5.0,296,Aplicacao_Movel,1.63,0,Sim,Excelente Atendimento,Estudante,Social,95.18
1143,2024-11-25,Serviços De Ti,Chatbot,78.48,84.26,59,4.1,288,Telefone,12.35,9,Sim,Muito Satisfeito,Funcionário Público,Cultura,71.84
1144,2024-12-12,Departamento De Saúde Pública,Atendimento Presencial,76.60,82.42,67,3.5,242,Email,13.47,9,Sim,Processo Complicado,Empresa,Mobilidade,69.62
1145,2024-12-29,Direcção De Serviços Financeiros,Portal Online,80.19,83.80,60,4.2,278,Presencial,13.66,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,74.57
1146,2024-01-26,Departamento De Inovação E Digitalização,Balcão Único,72.68,81.03,78,3.5,291,Chatbot,14.17,8,Não,Falta De Informação,Reforma/Pensionista,Digitalização,69.16
1147,2024-02-12,Direcção De Recursos Humanos,Email,95.07,97.61,12,4.6,412,Portal,3.58,2,Sim,Excelente Atendimento,Cidadão,Ambiente,94.92
1148,2024-02-29,Departamento De Planeamento Estratégico,Serviços Digitais,98.07,94.03,23,4.6,387,Aplicacao_Movel,1.23,4,Sim,Bom Serviço,Estudante,Inovação,93.19
1149,2024-03-17,Serviços De Educação,Telefone,72.31,82.52,86,3.5,302,Telefone,17.45,10,Não,Processo Complicado,Funcionário Público,Educação,66.84
1150,2024-04-03,Gabinete De Atendimento Ao Cidadão,Chatbot,89.02,89.59,35,4.5,259,Email,8.30,6,Sim,Falta De Informação,Empresa,Saúde,82.03
1151,2024-04-20,Serviços De Ti,Atendimento Presencial,85.06,88.75,33,4.6,324,Presencial,6.69,3,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,86.38
1152,2024-05-07,Departamento De Saúde Pública,Portal Online,77.59,79.50,63,3.8,271,Chatbot,13.75,7,Sim,Falta De Informação,Reforma/Pensionista,Cultura,70.11
1153,2024-05-24,Direcção De Serviços Financeiros,Balcão Único,80.12,80.86,72,4.1,376,Portal,17.12,10,Não,Muito Satisfeito,Cidadão,Mobilidade,70.35
1154,2024-06-10,Departamento De Inovação E Digitalização,Email,77.22,79.84,60,3.7,386,Aplicacao_Movel,17.00,7,Sim,Falta De Informação,Estudante,Habitação,71.44
1155,2024-07-08,Direcção De Recursos Humanos,Serviços Digitais,84.82,91.97,39,4.5,276,Telefone,8.91,5,Não,Muito Satisfeito,Funcionário Público,Digitalização,84.16
1156,2024-07-25,Departamento De Planeamento Estratégico,Telefone,81.88,89.03,51,4.2,376,Email,10.85,5,Sim,Falta De Informação,Empresa,Ambiente,81.86
1157,2024-08-11,Serviços De Educação,Chatbot,72.16,84.54,77,3.6,386,Presencial,16.95,7,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,70.20
1158,2024-08-28,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,90.73,93.38,30,4.7,330,Chatbot,3.27,2,Sim,Bom Serviço,Reforma/Pensionista,Educação,91.12
1159,2024-09-14,Serviços De Ti,Portal Online,89.65,88.24,39,4.5,374,Portal,6.45,7,Sim,Muito Satisfeito,Cidadão,Saúde,82.84
1160,2024-10-01,Departamento De Saúde Pública,Balcão Único,96.90,92.73,12,4.9,421,Aplicacao_Movel,1.89,3,Sim,Resposta Rápida E Eficaz,Estudante,Social,95.27
1161,2024-10-18,Direcção De Serviços Financeiros,Email,82.14,85.95,54,4.1,243,Telefone,9.93,6,Sim,Muito Satisfeito,Funcionário Público,Cultura,75.60
1162,2024-11-04,Departamento De Inovação E Digitalização,Serviços Digitais,77.26,83.69,61,4.0,231,Email,10.37,8,Sim,Falta De Informação,Empresa,Mobilidade,76.23
1163,2024-11-21,Direcção De Recursos Humanos,Telefone,71.72,79.49,92,3.6,349,Presencial,17.91,10,Sim,Precisa Melhorias,Utilizador Vulnerável,Habitação,64.60
1164,2024-12-19,Departamento De Planeamento Estratégico,Chatbot,80.55,84.02,69,4.1,378,Chatbot,15.66,7,Não,Falta De Informação,Reforma/Pensionista,Digitalização,73.28
1165,2024-01-05,Serviços De Educação,Atendimento Presencial,93.17,91.13,25,4.5,361,Portal,4.35,2,Sim,Resposta Rápida E Eficaz,Cidadão,Ambiente,89.55
1166,2024-01-22,Gabinete De Atendimento Ao Cidadão,Portal Online,93.33,92.51,24,4.6,330,Aplicacao_Movel,4.14,2,Sim,Muito Satisfeito,Estudante,Inovação,87.45
1167,2024-02-08,Serviços De Ti,Balcão Único,81.00,85.13,49,3.8,340,Telefone,13.73,6,Sim,Muito Satisfeito,Funcionário Público,Educação,75.65
1168,2024-02-25,Departamento De Saúde Pública,Email,96.23,89.24,21,4.5,305,Email,5.37,4,Sim,Bom Serviço,Empresa,Saúde,90.11
1169,2024-03-13,Direcção De Serviços Financeiros,Serviços Digitais,96.92,96.13,21,4.7,282,Presencial,3.58,2,Sim,Serviço Eficiente,Utilizador Vulnerável,Social,94.25
